用户,评论,时间
553934658,帅,2017-04-10 18:08:00
522748601,赶快播第二季吧……,2017-04-10 18:07:08
229000832,"VIP，VIP，VIP，VIP，VIP，VIP
喜欢这部剧的点个赞",2017-04-10 18:07:06
517224489,特别好，等第二季,2017-04-10 18:06:56
302697633,好喜欢总裁,2017-04-10 18:06:42
349581364,挺好看的一部电视剧，期待第二部快点播,2017-04-10 18:06:39
552003937,一言不合就瞪人！,2017-04-10 18:06:35
553933395,好看，好看,2017-04-10 18:04:42
553913921,真的真的特别好看,2017-04-10 18:04:14
384693972,好喜欢谭松韵！,2017-04-10 18:02:51
171598990,我都懒得吐槽了,2017-04-10 18:02:18
278859908,好尼玛吓人,2017-04-10 18:01:48
49437549,剧情真够老套,2017-04-10 18:01:41
236974604,是谁说我姜潮很丑很难看？我潮哥明明演技颜值双在线，这反差萌妥妥的，反正在我心里他最帅,2017-04-10 18:00:48
297063910,怎么🈶️这样的👀的不过隐呀。,2017-04-10 18:00:06
495897425,喜欢这部戏吗？是不是很好看？不过呀，到结局的话你们可能会有点生气。,2017-04-10 17:58:48
342172650,啦啦啦，很不错啊,2017-04-10 18:17:23
522748601,为什么会有点生气啊,2017-04-10 18:06:27
336606851,因为一个不是结局的结局。,2017-04-10 18:26:03
65415724,呵呵，，,2017-04-10 17:57:47
310028989,女主角和男主角都喜欢，养眼,2017-04-10 17:57:44
553930555,那个好人可以给我一个vip号看看呀！！,2017-04-10 17:57:17
439997435,我也要,2017-04-10 19:03:22
219246022,微我哈,2017-04-10 18:14:26
22286845,好看好看好看啊 炒鸡期待第二部,2017-04-10 17:56:30
533429004,女主演的太好了，性格很喜欢,2017-04-10 17:55:57
382675587,很好看,2017-04-10 17:53:49
172299829,好帅哦，姜潮欧巴，好好喜欢你哦，帅呆了,2017-04-10 17:53:23
359073202,二号线睡觉觉的,2017-04-10 17:53:04
553928502,这戏好看不错,2017-04-10 17:52:15
50992999,第二季,2017-04-10 17:51:22
260592337,5月14,2017-04-10 18:07:54
237489120,第二季什么时候播出,2017-04-10 17:53:34
193173681,&#039;,2017-04-10 17:50:49
422890377,好好看呐,2017-04-10 17:50:33
553927625,还有没有啊,2017-04-10 17:50:09
180390703,什么时候第二部在播出？,2017-04-10 17:49:13
538894513,,2017-04-10 17:49:00
553926869,大结局不好看，,2017-04-10 17:48:17
156215888,今天晚上，上我家吃饭。今天晚上，上我家吃饭。今天晚上，上我家吃饭。今天晚上，上我家吃饭。今天晚上，上我家吃饭。今天晚上，上我家吃饭。今天晚上，上我家吃饭。今天晚上，上我家吃饭。今天晚上，上我家吃饭。今天晚上，上我家吃饭。今天晚上，上我家吃饭。今天晚上，上我家吃饭。,2017-04-10 17:45:05
77710305,好帅好帅好帅好帅好帅[色][色][色][色][色][色],2017-04-10 17:45:01
130703264,坐等第二季，求快更,2017-04-10 17:41:32
152396606,你好吗,2017-04-10 21:49:30
228702921,好假！！！！,2017-04-10 17:40:42
58054849,周一到周五什么时间段更新？,2017-04-10 17:40:35
251931305,什么时候更新第二季,2017-04-10 17:40:13
435418216,姜潮超帅,2017-04-10 17:38:29
153711697,什么时候来第二部，超喜欢,2017-04-10 17:36:07
472356199,男主真是会耍帅啊,2017-04-10 17:35:20
512389755,男主领带能打好吗,2017-04-10 17:34:18
81051230,求vip,2017-04-10 17:32:51
435916884,爱！,2017-04-10 17:32:28
192097010,好看[强][强][强][强][强],2017-04-10 17:32:03
401910249,谭松韵小公举,2017-04-10 17:31:57
192097010,两天看完了，期待中,2017-04-10 17:31:50
506776286,我一天一夜看完的。。。,2017-04-10 17:33:23
192097010,期待期待第二季,2017-04-10 17:31:40
435916884,帅帅哒，美美哒,2017-04-10 17:29:56
345109682,我要看第二季。。。。。。多久播啊,2017-04-10 17:29:39
292867103,什么时候演下一部,2017-04-10 17:29:26
64330969,怎么第四集一直不出 非得要vip嘛,2017-04-10 17:29:07
553345558,啊啊啊 求vip,2017-04-10 17:28:52
538638178,着急2什么时候出,2017-04-10 17:28:39
553782093,5月4号,2017-04-10 17:52:06
378966151,快点播第二季。,2017-04-10 17:26:54
55938741,好不好看呀这电视剧,2017-04-10 17:26:53
73247945,姜潮的下巴变得太长了。。以前明明挺帅的，现在看着奇奇怪怪的,2017-04-10 17:26:20
539160200,第二季什么时候出来,2017-04-10 17:26:16
133501272,5.4,2017-04-10 17:42:24
36488744,第二季什么时候播呀,2017-04-10 17:25:45
55938741,谁有vip可以借用一下吗，谢谢咯,2017-04-10 17:25:42
275112814,不怎么,2017-04-10 17:24:15
129727871,谁有vip可以借用一下吗，谢谢咯,2017-04-10 17:24:01
553917617,第二季什么时候出啊,2017-04-10 17:23:26
553919371,坐等第二部,2017-04-10 17:28:20
547871751,[微笑],2017-04-10 17:21:59
553916583,你成功的引起了我的注意[阴险][阴险][阴险],2017-04-10 17:20:31
462433299,洁癖是霸道总裁的标准,2017-04-10 17:19:42
553915462,开通了什么时候能看到呀,2017-04-10 17:17:31
189411301,谁有vip?借用下,2017-04-10 17:16:44
63877128,我有全集资源要吗,2017-04-10 17:22:33
369581040,好人借用下吧[可怜],2017-04-10 17:29:47
369581040,要,2017-04-10 17:29:12
540918642,要,2017-04-10 17:26:59
189411301,要,2017-04-10 17:24:35
23307051,什么时候能出现第二季呀！好着急！😣,2017-04-10 17:14:03
414357942,,2017-04-10 17:14:01
553913329,喷嚏打得好假😂😂😂,2017-04-10 17:11:49
73247945,好喜欢谭松韵啊，演技棒棒哒。,2017-04-10 17:11:36
550569486,里面的男主角好帅呀！,2017-04-10 17:11:19
441951178,天哪，实在是太好看了！我已经入迷了,2017-04-10 17:08:39
553911776,什么时候更新第二季？,2017-04-10 17:07:44
260975282,什么时候更新第二季，看一半留一半很不爽希望第二季快点出了,2017-04-10 17:06:56
82345163,谁能借一下VIP啊 谢谢啦,2017-04-10 17:05:23
133501272,我有资源 无偿分享,2017-04-10 17:43:38
551238128,谁有vip借我一下,2017-04-10 17:05:03
219246022,wanghuiru8164,2017-04-10 17:12:28
189960824,太夸张了……吧……,2017-04-10 17:04:47
507574853,谭松韵要上天了！,2017-04-10 17:02:48
469557775,男主是不是哭都要发个九宫格微博那个？我记得哪个娱乐节目说过,2017-04-10 17:01:27
502655943,什么时候更新第二季，看一半留一半很不爽,2017-04-10 17:01:25
107190312,奶奶这么年轻！孙子也太老了吧！呵呵,2017-04-10 17:01:22
189647561,我想问的是为什么只有21集 其他的呢？,2017-04-10 16:59:57
133501272,第二季,2017-04-10 17:44:09
342304183,才刚刚看一集，男的帅爆了,2017-04-10 16:59:39
112032886,一,2017-04-10 16:58:54
102774760,什么时候放第二季,2017-04-10 16:57:38
118453469,很好看啊 期待下一季,2017-04-10 16:57:15
189647561,我想说为什么只有21集,2017-04-10 16:57:01
122040976,第二季什么时候出啦[调皮][调皮][调皮],2017-04-10 16:56:59
259734688,谭松韵演技爆表了！,2017-04-10 16:56:35
432097302,第2季什么时候出啊，好期待,2017-04-10 16:56:03
102839268,快快出第二季,2017-04-10 16:54:12
441951178,我看的都上瘾了😂😂,2017-04-10 16:51:50
453259834,期待第二部快点播吧，通宵看完第一部,2017-04-10 16:51:38
541227504,男主角真TM长的丑！,2017-04-10 16:51:02
436839851,姜潮演不出霸道总裁范，气场有点弱，我觉得他身边那个戴眼镜的更合适他的角色,2017-04-10 16:49:39
460260090,你眼光好烂。明明姜潮很帅，演技高超。,2017-04-11 13:40:27
489532296,谁要vlp加sgar8023,2017-04-10 17:00:56
541809415,演不出来你来演，没准儿比扫垃圾的都不如。,2017-04-10 16:54:45
229308833,什么时候出第二季啊……,2017-04-10 16:49:13
274816728,姜潮太帅了。真是又酷又帅！觉得跟我一样的想法点赞\(≧▽≦)/,2017-04-10 16:48:29
553905011,,2017-04-10 16:48:25
540767533,都没有结局,2017-04-10 16:48:23
31566134,很好我点个攒,2017-04-10 16:47:27
282977840,什么时候放第二部,2017-04-10 16:46:48
450975124,火尼玛币，放的什么鬼,2017-04-10 16:45:54
398354052,），可，”,2017-04-10 16:45:50
447096328,第二季什么时候呀,2017-04-10 16:44:26
395823130,期待后续,2017-04-10 16:41:56
233437110,谁能借一下vlp谢谢了！,2017-04-10 16:41:29
133501272,我有资源,2017-04-10 17:45:02
489532296,我有,2017-04-10 16:51:56
553911420,能借一下vip吗？,2017-04-10 17:06:43
275016996,一点不好看！真的,2017-04-10 16:41:09
182651839,[疯了][疯了][疯了][疯了][疯了][疯了][疯了],2017-04-10 16:41:04
553884047,超好看,2017-04-10 16:41:01
227222686,这还有二部么,2017-04-10 16:40:57
196391161,只有21节吗？,2017-04-10 16:37:50
553901248,很好看,2017-04-10 16:37:07
551869467,好喜欢？支持你们,2017-04-10 16:36:53
163742720,现在都这么吊胃口了吗 出一半就不出了,2017-04-10 16:35:21
76441383,挺喜欢谭松韵和姜潮这部电视剧的，你们要多多加油，爱你们,2017-04-10 16:35:20
46005469,什么时候更新第二季,2017-04-10 16:35:01
473396217,7网海,2017-04-10 16:34:56
518934842,第二部什么放,2017-04-10 16:33:39
547762604,赞赞赞👍,2017-04-10 16:33:02
355079477,第二陪什么时候出,2017-04-10 16:29:56
339750668,火！！！！！！！,2017-04-10 16:29:33
553528149,,2017-04-10 16:29:03
517185514,是不是还有第二季呀,2017-04-10 16:28:30
381316167,当然,2017-04-10 18:02:58
434670234,女二号的口红画的跟大婶似的,2017-04-10 16:28:23
527290546,男主像乔振宇发现了毛有,2017-04-10 16:27:57
551924921,男主姜潮 小时代电影里的 挺火的,2017-04-10 16:42:38
232647891,第二季什么时候开播,2017-04-10 16:27:39
393920371,第二季,2017-04-10 16:26:49
527290546,松韵！,2017-04-10 16:26:40
401250482,啥时候更新啊，,2017-04-10 16:25:07
27486460,看完21集好多天了 还不更新[发怒][发怒][发怒][发怒],2017-04-10 16:22:11
174007965,开场的衣服挺好看,2017-04-10 16:21:27
75379053,期待第二季,2017-04-10 16:17:20
553894301,说好的全集呢？到21就没了？,2017-04-10 16:16:25
82345163,能借我一下vip吗,2017-04-10 17:06:41
289397296,有第二季吧,2017-04-10 16:23:18
539475284,男女主都不好看,2017-04-10 16:13:18
496656491,好,2017-04-10 16:11:08
50683322,好看好看，可是为什么求婚还要带白手套？,2017-04-10 16:10:52
185687496,不懂哪火,2017-04-10 16:10:04
549922354,你愿意和我做演员吗？,2017-04-10 16:10:03
381316167,鬼愿意,2017-04-10 18:04:14
497632591,期待第二季,2017-04-10 16:05:31
23845480,萌萌哒,2017-04-10 16:05:08
27607037,演的不错，好看，支持！！！,2017-04-10 16:04:55
430559734,不更新的吗？,2017-04-10 16:04:55
205976471,的呵呵,2017-04-10 16:04:50
54496211,可不可以借我VIP,2017-04-10 16:04:41
552449883,我有,2017-04-10 16:08:55
233437110,可以也借我一下吗？,2017-04-10 16:42:39
125792606,谭松韵美美哒！,2017-04-10 16:04:37
544897775,赞同,2017-04-10 16:06:51
192294039,感觉没结局啊,2017-04-10 16:02:48
544897775,还有第二部,2017-04-10 16:07:01
553889707,什么时候有2季,2017-04-10 16:02:40
432261055,是不是‘还有第二季,2017-04-10 16:02:17
553887123,太好看了，女主好可爱，有木有。,2017-04-10 15:59:18
82345163,你好 能借我一下vip吗,2017-04-10 17:07:31
456388541,超神奇的剧…,2017-04-10 15:58:39
162757014,结局不好,2017-04-10 15:57:53
161937115,姜朝侧脸跟孙坚好像发现没有,2017-04-10 15:57:30
456388541,有有有,2017-04-10 16:05:53
61456434,这个男二真的是个脑残,2017-04-10 15:56:44
494743927,还没看,2017-04-10 15:54:55
172926076,可不可以借VIP给我啊,2017-04-10 15:54:43
546253505,,2017-04-10 15:52:33
258936414,来看谭松韵,2017-04-10 15:52:04
446910323,男主越看越帅,2017-04-10 15:51:50
553886226,曹格,2017-04-10 15:51:27
244917016,期待第二季呀,2017-04-10 15:51:08
494186541,没看明白？这是消毒啊,2017-04-10 15:50:33
107004081,啥时候来第二季呀,2017-04-10 15:49:55
165158840,这么经精彩的电视剧，什么时候才更新啊？查遍全网都没有更新的了[抓狂][抓狂][流泪][流泪][流泪][流泪][流泪],2017-04-10 15:47:30
180121280,没觉得男主哪里好看,2017-04-10 15:47:13
459739717,特别好看的电视剧，女主角和李易峰长的像，期待第二季的播出,2017-04-10 15:43:23
219390038,什么时候出第二部呀呀,2017-04-10 15:43:17
548128606,fufvcgdhkjbj,2017-04-10 15:42:52
241013545,喜欢谭松韵的赞我哦,2017-04-10 15:42:34
266729415,手撕朱丹,2017-04-10 15:42:27
553883343,嗷嗷嗷总裁好帅啊啊qwq喜欢总裁赞我下～～,2017-04-10 15:42:19
209829245,什么时候演第二部,2017-04-10 15:40:34
228189433,没有第二季，就没有结局一样。,2017-04-10 15:40:24
296195900,有没有第二季啊！超喜欢这部剧,2017-04-10 15:36:58
458427595,第二季啥时候播,2017-04-10 15:36:47
542224944,啥时候出第二季啊？,2017-04-10 15:31:37
553879939,这种类型的偶像剧总是男主角一出场就是一脸全世界我最帅的表情，各种西装各种豪车登场，一群人在后面跟着各种伺候…………能不能有点创意…………脑残剧能不能不要拍真么多了…………个人观点，不喜随便喷，反正我是不会理的～[微笑][微笑][微笑][微笑][微笑][微笑][微笑][微笑],2017-04-10 15:31:32
449369997,哈哈 就是 好奇葩,2017-04-10 16:35:12
314029533,好看!!!!!!,2017-04-10 15:29:17
248187444,这是什么结局啊！,2017-04-10 15:28:15
553878603,我就想问问到底有我多少集？,2017-04-10 15:27:19
492269732,应该有第二季,2017-04-10 15:30:21
380091252,结局是什么，没有了,2017-04-10 15:27:08
392657329,第二部什么时候出？谁知道就告诉我,2017-04-10 15:26:33
551623021,第二季什么时候播呀,2017-04-10 15:26:23
541025606,,2017-04-10 15:55:32
220871734,啊,2017-04-10 15:25:17
220871734,好,2017-04-10 15:24:57
472771970,第二部什么呢时候播放a,2017-04-10 15:23:39
169790411,个位朋友们好像是5月4日播放第二季了吧,2017-04-10 15:22:36
187615026,第一季更完就第二季了&#039;大家不用急,2017-04-10 15:33:04
68201027,第二什么时候出，在不出都没有兴趣了,2017-04-10 15:22:25
527128364,谁有vip借我,2017-04-10 15:22:17
403415280,我有,2017-04-10 15:42:24
549801899,第二部什么时候播,2017-04-10 15:21:34
15988549,垃圾片,2017-04-10 15:21:32
547298108,结局不怎么好,2017-04-10 15:20:34
373068003,第二季什么时候出？？？？,2017-04-10 15:20:27
295842030,（Q一Q）,2017-04-10 15:20:15
135000706,第二部什么时候开始[难过][难过][难过],2017-04-10 15:16:33
44854611,他一直在擦手，累么？,2017-04-10 15:16:32
136499384,表示已经看完了 什么时候出第二季,2017-04-10 15:16:23
490152846,我就是想知道第二部什么时候播出[可怜]求大神告知[流泪][流泪][流泪],2017-04-10 15:14:12
537139197,全部看完了,2017-04-10 15:13:14
553873782,挺好看,2017-04-10 15:12:46
415079760,借VIP😍😍😍😍,2017-04-10 15:11:30
44854611,男二女二一样丑,2017-04-10 15:10:06
505124854,小说，怎么找不到，作者叫啥名啊，有人知道不,2017-04-10 15:09:57
376619687,男主看起来好奇怪！不忍心看鼻子丑死了,2017-04-10 15:09:15
465630785,你帅吗？,2017-04-10 15:16:30
112057587,第二部什么时候,2017-04-10 15:08:29
135000706,没看过瘾，就没了，第二部什么时候开始,2017-04-10 15:14:59
306641877,借你VIP用用呗,2017-04-10 15:13:08
44854611,姜潮的脸是歪的,2017-04-10 15:07:10
465630785,歪嘛？不过还是帅诶,2017-04-10 15:17:45
116553475,这个韩君摇哪找的啊。垃圾,2017-04-10 15:05:20
332665546,我的妈呀，这狗鼻子也太厉害了，比班主任检查卫生还严格,2017-04-10 15:04:33
199377934,严重强迫症+高度洁癖,2017-04-10 14:59:19
422641565,谁有VIP？借我一下呗😌😌😌,2017-04-10 14:59:18
458297178,什么时候出第二部呀[流泪][流泪][流泪],2017-04-10 14:58:38
116553475,这不是耿耿吗？,2017-04-10 14:57:51
167097697,男主的脸有点奇怪,2017-04-10 14:57:39
465630785,不要在意这些细节,2017-04-10 15:18:09
553868934,我想知道在什么频道播放,2017-04-10 14:57:29
404614649,第二季什么时候才播啊,2017-04-10 14:56:08
85928404,第二季能不能快点[难过][难过],2017-04-10 14:54:57
475470753,什么时候才出第二部呢，欧巴[疯了][疯了],2017-04-10 14:53:02
116553475,绝对不可以对总裁撒谎。逗死了,2017-04-10 14:50:30
41084330,哪位借VIP帐号用一下[大哭],2017-04-10 14:50:22
203024047,可有第二部但给可以不要换演员。好多电视就是到第二部就换演员,2017-04-10 14:50:13
553866379,喜欢，喜欢，喜欢姜潮，太帅了，演的不错,2017-04-10 14:49:34
449163912,早就看完了，第二季赶紧播啊！！！,2017-04-10 14:49:15
28047793,啥时候出第二部,2017-04-10 14:47:35
485894360,为什么到21集，就不更新了呢，什么时候能更新啊,2017-04-10 14:40:58
90976987,女主长的好像浣熊……,2017-04-10 14:39:29
249955332,现在电视剧怎么了还分第一第二集投资商想钱想疯了吧！,2017-04-10 14:34:51
536995112,只想说第二季什么时候出来,2017-04-10 14:33:37
326572464,这喷嚏打得太不走心了,2017-04-10 14:29:23
390329149,韵宝演技颜值都在线，加油！,2017-04-10 14:28:26
453992320,为什么小说（当总裁恋爱时）找不到，再哪里找的？知道的亲们说下谢谢！,2017-04-10 14:27:33
73601875,我有,2017-04-10 15:25:14
150526987,我也找不到,2017-04-10 15:15:12
267551433,太搞笑了，喜欢黎晏书的性格。,2017-04-10 14:26:31
553859065,什么嘛，21集再怎么不更新了,2017-04-10 14:25:45
352578227,好看吗,2017-04-10 14:24:28
83506190,好帅呀超喜欢,2017-04-10 14:23:47
492381001,我也看完了。还有第二季的。,2017-04-10 14:23:18
135529734,真讨厌江潮，长的恶心,2017-04-10 14:23:11
392363305,他那里长得恶心了，难道你喜欢长得丑的？口味真独特,2017-04-10 15:04:28
464695960,早都看完了结局都没说他们俩在一起难道说还有第二部？,2017-04-10 14:21:51
290846588,我潮好帅,2017-04-10 14:20:09
553857224,看了第一集，觉得这是一部《上流社会》和《海德、哲基尔与我》的合并版本.,2017-04-10 14:19:55
138344126,不错,2017-04-10 14:19:38
96608940,我擦，才第一集就走路像个机器人一样[惊恐],2017-04-10 14:19:25
429214322,感觉他（她）俩好配啊[阴险],2017-04-10 14:16:57
361146650,第二部什么时候放,2017-04-10 14:16:45
40913788,什么时候放第二季？,2017-04-10 14:15:14
40913788,为什么不放完,2017-04-10 14:14:15
423867160,这女的口红太难看了,2017-04-10 14:13:55
492583723,我天，只有21级了吗？还有没有第二季？,2017-04-10 14:13:16
492381001,有第二季。,2017-04-10 14:23:29
533011401,私我私我看最新,2017-04-10 14:12:11
203580017,很好看 就是回忆太多,2017-04-10 14:11:32
152209730,21集就没了吗急死我了,2017-04-10 14:07:57
56800086,我在想是不是还有第二季。,2017-04-10 14:07:02
448962649,"看完了真的超好看
坐等第二季
谭松韵演技好棒
姜潮也很帅在看一遍",2017-04-10 14:04:40
549636730,说实话还行就是没看到结局就没了,2017-04-10 14:04:05
553851514,我想说总共就二十一集吗？为什么还没有看到简介里说的男主恢复记忆，还有片花里看到的男主求婚女主？,2017-04-10 14:03:01
489576482,我看写着第一季，应该还有第二季,2017-04-10 14:10:11
544596247,还有第二季,2017-04-10 14:08:33
394938869,不错噢,2017-04-10 13:59:35
552241727,喜欢顾总裁的那种霸气，黎晏书的活渤开朗。,2017-04-10 13:58:47
553317820,谁有VlP,2017-04-10 13:57:38
499506388,,2017-04-10 14:12:49
454240597,什么时候播第二季？,2017-04-10 13:57:04
553850214,好像是五月份,2017-04-10 13:59:31
467978145,有第二季嘛 好期待啊,2017-04-10 13:56:25
303405869,对呀我也好期待呀[微笑][微笑],2017-04-10 14:08:16
219866882,很好看,2017-04-10 13:53:13
79024129,刚开始开头很像韩剧百年的新娘,2017-04-10 13:52:54
467300983,第二季什么时候播。,2017-04-10 13:51:29
303405869,好像是五月份吧,2017-04-10 14:08:30
441337628,好看,2017-04-10 13:51:25
414441269,第二季什么时候出？,2017-04-10 13:51:09
315937858,女主是拍过甄嬛传吧,2017-04-10 13:49:19
95184817,是的,2017-04-10 14:02:45
183017358,从一级看到结局，总体来说都不错，有几个小穿帮可以理解，不过我觉得女一和男一的情绪变化有点大，这里边也最喜欢的人还真不是他俩而是男二，不愧是男二真是二的可以，而女二虽然不是那么可爱但是能暗恋男二7年不说出来，我也只能说厉害了我滴二，我看结束时男一和女一刚刚要确定关系，也就是说肯定有第二部，拍完了就拿出来呗，急啊！！？！,2017-04-10 13:47:54
410966329,什么时候出第二季啊,2017-04-10 13:46:33
553845512,挺喜欢的,2017-04-10 13:45:42
327264866,史上最萌蠢的总裁顾承泽---姜潮今晚8点第四集下陪你聊弹幕，少女心被他惹爆的泥萌就说约不约？,2017-04-10 13:43:00
140224243,,2017-04-10 19:09:37
67519381,不约,2017-04-10 19:05:56
536778998,楼主,2017-04-10 17:54:22
553923143,不知道秒杀了多少韩剧我们中国只是不拍,2017-04-10 17:38:39
95174778,说的好[强],2017-04-10 18:20:32
524775649,第二季什么时候播放,2017-04-10 13:41:07
177639495,一,2017-04-10 13:39:53
538145629,突然觉得我那不叫洁癖，只是爱干净,2017-04-10 13:38:43
333495413,好久才出第二季,2017-04-10 13:38:03
27210700,很好看的一部电视剧，里面的演员都不错。看序幕第二季应该已经拍好了，很期待。,2017-04-10 13:36:44
303405869,对呀对呀，好期待,2017-04-10 14:09:12
144865043,好想知道第二部什么时候更新,2017-04-10 13:35:24
215403407,女主太能装，瞎话一个接一个真受不了，虽然知道她没什么坏心眼，但是也不能说瞎话这么不靠谱,2017-04-10 13:35:20
542385320,,2017-04-10 13:33:59
530219476,"想要VIP的点赞
觉得好看的点赞",2017-04-10 13:33:20
369581040,想要,2017-04-10 17:11:37
172926076,想要vip,2017-04-10 15:55:33
463290376,什么时候出第二季？,2017-04-10 13:32:18
441634447,全看完了，有第二季吗？好好看,2017-04-10 13:30:29
496606215,女主好漂亮,2017-04-10 13:30:22
538288891,高楼如图粽粽粽粽粽粽粽,2017-04-10 13:30:20
215938442,七马网可以免费看,2017-04-10 13:29:43
215938442,可以看的点赞,2017-04-10 13:29:54
395119914,第二部，快快快,2017-04-10 13:28:53
12008327,还没看、氮素、不喜欢姜潮、给人的感觉除了耍酷装帅、没有一丝好感、如果换个男主我会更喜欢,2017-04-10 13:28:27
521331986,看完5集之后你就知道有多好看了,2017-04-10 16:15:37
376619687,鼻子好丑，看着奇怪,2017-04-10 15:04:53
183017358,换个男主？？张翰？你觉得咋样？看评论才知道男女主叫啥,2017-04-10 13:35:10
395119914,什么时候才出下一版,2017-04-10 13:27:53
100620041,期待第二季,2017-04-10 13:26:41
498423487,谁有VIP求借,2017-04-10 13:26:36
354098046,我有啊,2017-04-10 13:30:53
369581040,可以借下吗？,2017-04-10 17:34:45
244676933,为什么看不了？,2017-04-10 13:26:12
183438715,还不更新啊,2017-04-10 13:26:00
244822729,为什么没有第二季吗？急死我了真好看[强][强][强],2017-04-10 13:24:03
461400047,谭松韵,2017-04-10 13:23:42
441265098,演技真差,2017-04-10 13:22:44
521331986,那你演一个去,2017-04-10 16:16:13
553836593,21集就结局啊？？？,2017-04-10 13:21:38
112311468,没结局，肯定有第二季,2017-04-10 13:28:26
335673071,好像还有第二季吧没结局，,2017-04-10 13:25:59
187855139,顾承泽：宝宝心里苦，但宝宝不说。不过听到后面，宝宝很开森,2017-04-10 13:21:07
253913733,为什么没有第二季吗？急死我了真好看[强][强][强],2017-04-10 13:19:10
232203468,第二季啥时候开始,2017-04-10 13:19:08
264624002,期待第二季到来。,2017-04-10 13:19:05
541612539,男主不好看,2017-04-10 13:18:58
376619687,幸好不是我一个人觉得男主难看,2017-04-10 15:06:26
528882507,狐狸的夏天,2017-04-10 13:18:56
553835329,好萌啊,2017-04-10 13:18:17
359131875,姜潮简直帅呆了，你们一个个都不要和我抢，他是我的，舔屏走起。么么么哒哒哒，第二季快到碗里来[得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意][得意],2017-04-10 13:18:10
71440356,看完了，第二季呢！,2017-04-10 13:18:08
117541371,能借下vip吗？，我的不能用了,2017-04-10 13:24:21
553836774,借下VIP,2017-04-10 13:22:07
553834346,超级好看,2017-04-10 13:16:28
237955318,狐狸的夏天,2017-04-10 13:15:09
255992523,好喜欢哦,2017-04-10 13:14:27
280373456,好烂的电视剧啊,2017-04-10 13:13:14
450461127,这里面的一个女的是未央里面君桃的扮演者,2017-04-10 13:12:18
478370052,韩君瑶,2017-04-10 15:07:39
553832792,第二季快点来，好期待,2017-04-10 13:12:04
239726179,心丶,2017-04-10 13:11:17
239726179,1,2017-04-10 13:11:12
239726179,又,2017-04-10 13:10:41
136061836,喜欢，期待第二季的开播,2017-04-10 13:09:38
553831446,坐等第二季！第二季！,2017-04-10 13:09:23
519259900,喜欢偶像剧，,2017-04-10 13:07:57
287098500,等待第二季，只希望不要等太久。[微笑],2017-04-10 13:07:33
52079879,女主角长得好像李易峰啊,2017-04-10 13:06:29
155820639,21集这就是结局？没看懂,2017-04-10 13:04:58
336753881,什么时候来第二部啊[大哭][大哭],2017-04-10 13:04:47
452518988,。。o,2017-04-10 13:03:27
386286503,男女主角我都很喜欢期待第二季,2017-04-10 13:03:19
525798163,5,2017-04-10 13:01:22
342243227,很喜欢这部剧,2017-04-10 13:01:19
553828455,一一,2017-04-10 13:01:18
342243227,谭松韵好可爱,2017-04-10 13:01:05
445986389,看完了😄,2017-04-10 12:57:37
413513801,很期待第二季,2017-04-10 12:57:29
160072621,第二季什么时候,2017-04-10 13:02:44
450461127,什么眼光帅个屁，,2017-04-10 12:55:35
125494225,反正比你帅,2017-04-10 13:18:53
508645864,为什么我一点都不觉得姜潮好看啊,2017-04-10 12:55:29
477916857,第二季啥时候出来了,2017-04-10 13:18:14
349541087,他只是不适合抿嘴笑，哈哈哈，抿嘴笑怪怪的，但整个人酷酷的,2017-04-10 12:58:16
349030451,请问第二部什么时候开始啊,2017-04-10 12:55:24
448962649,5 4日第二季,2017-04-10 14:03:42
477916857,快点快点番第二季,2017-04-10 13:19:20
477916857,好想看第二季,2017-04-10 13:18:52
473160534,男主五官感觉好怪异哦……,2017-04-10 12:51:23
122632990,对，整个都是歪的,2017-04-10 12:55:55
538376845,这总裁是个处女座吧 哈哈,2017-04-10 12:50:46
220469052,贱人,2017-04-10 12:49:59
495867326,哈哈,2017-04-10 12:49:40
242949961,很喜欢谭松韵，《最好的我们》里她的演技棒棒哒[色]。在这部剧中，她也很努力。我会一直支持她！,2017-04-10 12:48:48
273976730,怎么加呀？,2017-04-11 21:48:47
548064519,我有,2017-04-11 22:38:57
539427896,松韵萌萌哒，爱她,2017-04-11 16:52:48
242949961,额,2017-04-10 23:09:11
521397009,感觉她的美虽然不是那种惊艳的，但她的笑特别干净，是一个很努力，有演技的演员,2017-04-10 13:34:53
521397009,同感,2017-04-10 13:33:31
533822359,在吗？,2017-04-10 12:53:51
88908158,那个君瑶是锦绣未央里的君桃啊,2017-04-10 12:48:30
527026006,请问第二部等的久有得看,2017-04-10 12:48:10
552146304,五月四号,2017-04-10 12:52:18
527026006,等那么久[流汗][流汗][流汗],2017-04-10 16:03:26
437570751,切,2017-04-10 12:47:54
448584611,,2017-04-10 12:47:47
553822355,很好的片子，谭松韵很喜欢她,2017-04-10 12:47:03
121738389,女主以后千万别整容啊这样挺好的,2017-04-10 12:45:53
456111299,爱干净还乱扔垃圾,2017-04-10 12:42:54
